id_pacote,id_op_balanca,dt_pesagem,status_balanca
PKT-0000201,OP-BAL-03,2026-08-01 08:03:49.632081,Aprovado
PKT-0000202,OP-BAL-02,2026-08-01 08:04:37.324104,Aprovado
PKT-0000203,OP-BAL-01,2026-08-01 08:04:31.581606,Aprovado
PKT-0000204,OP-BAL-01,2026-08-01 08:04:26.593094,Rejeitado
PKT-0000205,OP-BAL-02,2026-08-01 08:05:49.560703,Aprovado
PKT-0000206,OP-BAL-02,2026-08-01 08:06:22.109322,Aprovado
PKT-0000207,OP-BAL-02,2026-08-01 08:06:46.731839,Aprovado
PKT-0000208,OP-BAL-02,2026-08-01 08:06:49.059329,Aprovado
PKT-0000209,OP-BAL-03,2026-08-01 08:06:24.581296,Aprovado
PKT-0000210,OP-BAL-03,2026-08-01 08:07:04.074923,Aprovado
PKT-0000211,OP-BAL-02,2026-08-01 08:13:21.951025,Aprovado
PKT-0000212,OP-BAL-03,2026-08-01 08:13:39.109226,Aprovado
PKT-0000213,OP-BAL-02,2026-08-01 08:14:07.099817,Aprovado
PKT-0000214,OP-BAL-02,2026-08-01 08:15:22.601582,Aprovado
PKT-0000215,OP-BAL-02,2026-08-01 08:16:09.621878,Aprovado
PKT-0000216,OP-BAL-02,2026-08-01 08:15:58.646092,Aprovado
PKT-0000217,OP-BAL-01,2026-08-01 08:17:20.655139,Aprovado
PKT-0000218,OP-BAL-01,2026-08-01 08:17:35.913767,Aprovado
PKT-0000219,OP-BAL-03,2026-08-01 08:18:11.717569,Aprovado
PKT-0000220,OP-BAL-01,2026-08-01 08:17:50.245501,Aprovado
PKT-0000221,OP-BAL-03,2026-08-01 08:19:43.455412,Aprovado
PKT-0000222,OP-BAL-02,2026-08-01 08:19:39.909113,Aprovado
PKT-0000223,OP-BAL-01,2026-08-01 08:20:35.896976,Aprovado
PKT-0000224,OP-BAL-01,2026-08-01 08:20:26.553456,Aprovado
PKT-0000225,OP-BAL-03,2026-08-01 08:22:01.770283,Aprovado
PKT-0000226,OP-BAL-03,2026-08-01 08:21:39.739449,Aprovado
PKT-0000227,OP-BAL-01,2026-08-01 08:21:58.696430,Aprovado
PKT-0000228,OP-BAL-03,2026-08-01 08:23:21.495612,Aprovado
PKT-0000229,OP-BAL-01,2026-08-01 08:23:12.827534,Aprovado
PKT-0000230,OP-BAL-01,2026-08-01 08:23:49.647816,Aprovado
PKT-0000231,OP-BAL-03,2026-08-01 08:24:16.174136,Aprovado
PKT-0000232,OP-BAL-03,2026-08-01 08:26:04.177613,Aprovado
PKT-0000233,OP-BAL-03,2026-08-01 08:26:31.091951,Aprovado
PKT-0000234,OP-BAL-01,2026-08-01 08:26:53.573900,Aprovado
PKT-0000235,OP-BAL-02,2026-08-01 08:26:41.814914,Aprovado
PKT-0000236,OP-BAL-03,2026-08-01 08:27:45.725215,Aprovado
PKT-0000237,OP-BAL-01,2026-08-01 08:28:38.475439,Aprovado
PKT-0000238,OP-BAL-01,2026-08-01 08:28:35.031137,Aprovado
PKT-0000239,OP-BAL-01,2026-08-01 08:30:00.784380,Aprovado
PKT-0000240,OP-BAL-03,2026-08-01 08:30:28.124722,Aprovado
PKT-0000241,OP-BAL-01,2026-08-01 08:30:31.516824,Aprovado
PKT-0000242,OP-BAL-01,2026-08-01 08:31:44.669631,Aprovado
PKT-0000243,OP-BAL-03,2026-08-01 08:32:30.763618,Aprovado
PKT-0000244,OP-BAL-03,2026-08-01 08:33:10.739773,Aprovado
PKT-0000245,OP-BAL-03,2026-08-01 08:33:20.876523,Aprovado
PKT-0000246,OP-BAL-03,2026-08-01 08:30:03.970367,Aprovado
PKT-0000247,OP-BAL-03,2026-08-01 08:30:37.153082,Aprovado
PKT-0000248,OP-BAL-01,2026-08-01 08:30:05.619346,Aprovado
PKT-0000249,OP-BAL-02,2026-08-01 08:31:23.123218,Aprovado
PKT-0000250,OP-BAL-01,2026-08-01 08:31:42.557012,Aprovado
PKT-0000251,OP-BAL-02,2026-08-01 08:31:32.302144,Aprovado
PKT-0000252,OP-BAL-01,2026-08-01 08:32:29.377348,Aprovado
PKT-0000253,OP-BAL-01,2026-08-01 08:33:48.870370,Aprovado
PKT-0000254,OP-BAL-01,2026-08-01 08:33:52.168398,Aprovado
PKT-0000255,OP-BAL-02,2026-08-01 08:34:32.890350,Aprovado
PKT-0000256,OP-BAL-03,2026-08-01 08:34:49.548777,Aprovado
PKT-0000257,OP-BAL-02,2026-08-01 08:35:28.300542,Aprovado
PKT-0000258,OP-BAL-01,2026-08-01 08:36:33.789192,Aprovado
PKT-0000259,OP-BAL-01,2026-08-01 08:36:51.711726,Aprovado
PKT-0000260,OP-BAL-01,2026-08-01 08:37:11.704264,Aprovado
PKT-0000261,OP-BAL-01,2026-08-01 08:37:54.816221,Aprovado
PKT-0000262,OP-BAL-01,2026-08-01 08:37:39.818151,Aprovado
PKT-0000263,OP-BAL-01,2026-08-01 08:38:21.259603,Aprovado
PKT-0000264,OP-BAL-03,2026-08-01 08:40:01.956661,Aprovado
PKT-0000265,OP-BAL-01,2026-08-01 08:40:06.643264,Rejeitado
PKT-0000266,OP-BAL-01,2026-08-01 08:40:46.606473,Aprovado
PKT-0000267,OP-BAL-01,2026-08-01 08:40:47.949457,Aprovado
PKT-0000268,OP-BAL-01,2026-08-01 08:42:07.213519,Aprovado
PKT-0000269,OP-BAL-01,2026-08-01 08:42:05.075328,Aprovado
PKT-0000270,OP-BAL-02,2026-08-01 08:42:41.969351,Aprovado
PKT-0000271,OP-BAL-03,2026-08-01 08:43:47.781594,Aprovado
PKT-0000272,OP-BAL-03,2026-08-01 08:44:07.246635,Aprovado
PKT-0000273,OP-BAL-02,2026-08-01 08:43:50.992401,Aprovado
PKT-0000274,OP-BAL-02,2026-08-01 08:45:16.923751,Aprovado
PKT-0000275,OP-BAL-02,2026-08-01 08:44:52.097703,Aprovado
PKT-0000276,OP-BAL-01,2026-08-01 08:45:55.775852,Aprovado
PKT-0000277,OP-BAL-03,2026-08-01 08:46:44.743238,Aprovado
PKT-0000278,OP-BAL-02,2026-08-01 08:47:28.277625,Aprovado
PKT-0000279,OP-BAL-03,2026-08-01 08:48:08.235992,Aprovado
PKT-0000280,OP-BAL-03,2026-08-01 08:48:52.749843,Aprovado
PKT-0000281,OP-BAL-02,2026-08-01 08:54:28.233940,Aprovado
PKT-0000282,OP-BAL-03,2026-08-01 08:54:36.278209,Aprovado
PKT-0000283,OP-BAL-01,2026-08-01 08:55:33.575943,Aprovado
PKT-0000284,OP-BAL-02,2026-08-01 08:56:26.998858,Aprovado
PKT-0000285,OP-BAL-02,2026-08-01 08:55:45.633781,Aprovado
PKT-0000286,OP-BAL-03,2026-08-01 08:56:42.915063,Aprovado
PKT-0000287,OP-BAL-01,2026-08-01 08:57:18.844764,Aprovado
PKT-0000288,OP-BAL-03,2026-08-01 08:57:33.423903,Aprovado
PKT-0000289,OP-BAL-02,2026-08-01 08:58:31.498361,Rejeitado
PKT-0000290,OP-BAL-02,2026-08-01 08:58:22.344242,Aprovado
PKT-0000291,OP-BAL-02,2026-08-01 08:59:16.454442,Aprovado
PKT-0000292,OP-BAL-01,2026-08-01 08:59:40.952556,Aprovado
PKT-0000293,OP-BAL-03,2026-08-01 09:00:53.035454,Aprovado
PKT-0000294,OP-BAL-01,2026-08-01 09:00:38.213338,Aprovado
PKT-0000295,OP-BAL-01,2026-08-01 09:00:52.915136,Aprovado
PKT-0000296,OP-BAL-02,2026-08-01 09:01:44.340598,Aprovado
PKT-0000297,OP-BAL-02,2026-08-01 09:02:08.517655,Aprovado
PKT-0000298,OP-BAL-01,2026-08-01 09:02:25.714055,Aprovado
PKT-0000299,OP-BAL-03,2026-08-01 09:03:13.794022,Aprovado
PKT-0000300,OP-BAL-01,2026-08-01 09:04:25.320156,Aprovado
PKT-0000301,OP-BAL-03,2026-08-01 09:04:05.911596,Rejeitado
PKT-0000302,OP-BAL-01,2026-08-01 09:04:22.250468,Aprovado
PKT-0000303,OP-BAL-01,2026-08-01 09:05:35.320702,Aprovado
PKT-0000304,OP-BAL-03,2026-08-01 09:05:18.135848,Aprovado
PKT-0000305,OP-BAL-02,2026-08-01 09:06:24.891415,Aprovado
PKT-0000306,OP-BAL-02,2026-08-01 09:06:23.384817,Aprovado
PKT-0000307,OP-BAL-03,2026-08-01 09:07:26.779335,Aprovado
PKT-0000308,OP-BAL-03,2026-08-01 09:08:18.904092,Aprovado
PKT-0000309,OP-BAL-03,2026-08-01 09:08:36.094844,Aprovado
PKT-0000310,OP-BAL-02,2026-08-01 09:09:02.420629,Aprovado
PKT-0000311,OP-BAL-02,2026-08-01 09:09:44.427244,Aprovado
PKT-0000312,OP-BAL-03,2026-08-01 09:09:37.701836,Aprovado
PKT-0000313,OP-BAL-01,2026-08-01 09:09:42.683615,Rejeitado
PKT-0000314,OP-BAL-03,2026-08-01 09:10:49.300251,Aprovado
PKT-0000315,OP-BAL-03,2026-08-01 09:11:11.013176,Aprovado
PKT-0000316,OP-BAL-02,2026-08-01 09:14:10.256038,Aprovado
PKT-0000317,OP-BAL-02,2026-08-01 09:14:46.124233,Aprovado
PKT-0000318,OP-BAL-03,2026-08-01 09:14:56.977106,Aprovado
PKT-0000319,OP-BAL-01,2026-08-01 09:15:40.511432,Aprovado
PKT-0000320,OP-BAL-02,2026-08-01 09:15:54.978963,Aprovado
PKT-0000321,OP-BAL-02,2026-08-01 09:17:37.007284,Aprovado
PKT-0000322,OP-BAL-03,2026-08-01 09:16:49.299482,Aprovado
PKT-0000323,OP-BAL-02,2026-08-01 09:18:10.608400,Aprovado
PKT-0000324,OP-BAL-01,2026-08-01 09:18:46.312915,Aprovado
PKT-0000325,OP-BAL-03,2026-08-01 09:18:51.820332,Aprovado
PKT-0000326,OP-BAL-02,2026-08-01 09:18:58.123019,Aprovado
PKT-0000327,OP-BAL-02,2026-08-01 09:19:49.324717,Aprovado
PKT-0000328,OP-BAL-02,2026-08-01 09:20:03.769129,Rejeitado
PKT-0000329,OP-BAL-01,2026-08-01 09:20:39.463237,Aprovado
PKT-0000330,OP-BAL-01,2026-08-01 09:21:21.314410,Aprovado
PKT-0000331,OP-BAL-03,2026-08-01 09:21:16.962858,Aprovado
PKT-0000332,OP-BAL-01,2026-08-01 09:21:39.293724,Aprovado
PKT-0000333,OP-BAL-03,2026-08-01 09:22:31.688156,Aprovado
PKT-0000334,OP-BAL-01,2026-08-01 09:22:58.215270,Aprovado
PKT-0000335,OP-BAL-01,2026-08-01 09:23:11.170757,Aprovado
PKT-0000336,OP-BAL-01,2026-08-01 09:24:05.558744,Aprovado
PKT-0000337,OP-BAL-01,2026-08-01 09:24:13.221779,Aprovado
PKT-0000338,OP-BAL-02,2026-08-01 09:24:21.825448,Aprovado
PKT-0000339,OP-BAL-02,2026-08-01 09:25:00.772592,Aprovado
PKT-0000340,OP-BAL-01,2026-08-01 09:26:01.036582,Aprovado
PKT-0000341,OP-BAL-03,2026-08-01 09:26:06.187987,Aprovado
PKT-0000342,OP-BAL-01,2026-08-01 09:26:12.123334,Aprovado
PKT-0000343,OP-BAL-01,2026-08-01 09:27:24.061788,Aprovado
PKT-0000344,OP-BAL-01,2026-08-01 09:28:10.287818,Aprovado
PKT-0000345,OP-BAL-01,2026-08-01 09:27:31.802864,Aprovado
PKT-0000346,OP-BAL-01,2026-08-01 09:28:08.747700,Aprovado
PKT-0000347,OP-BAL-02,2026-08-01 09:29:29.063801,Aprovado
PKT-0000348,OP-BAL-01,2026-08-01 09:29:00.489236,Aprovado
PKT-0000349,OP-BAL-03,2026-08-01 09:29:20.855138,Aprovado
PKT-0000350,OP-BAL-02,2026-08-01 09:30:18.165916,Aprovado
PKT-0000351,OP-BAL-02,2026-08-01 09:30:36.367073,Aprovado
PKT-0000352,OP-BAL-03,2026-08-01 09:31:11.713474,Aprovado
PKT-0000353,OP-BAL-02,2026-08-01 09:31:44.031180,Aprovado
PKT-0000354,OP-BAL-03,2026-08-01 09:31:53.123814,Aprovado
PKT-0000355,OP-BAL-01,2026-08-01 09:31:38.165361,Aprovado
PKT-0000356,OP-BAL-03,2026-08-01 09:32:35.221880,Aprovado
PKT-0000357,OP-BAL-03,2026-08-01 09:32:18.972509,Aprovado
